Protein.Group;Protein.Names;Genes;First.Protein.Description;Muestra12;Muestra13;Muestra18;Muestra14;Muestra15;Muestra19;Muestra04;Muestra05;Muestra06;Muestra07;Muestra08;Muestra09;Muestra17;Muestra10;Muestra11;Muestra16;Muestra20;Muestra01;Muestra02;Muestra03;Muestra21;Muestra22;Muestra23;mean_abundance
B5XBH8       ;Ubiquitin-conjugating enzyme E2 K;UBE2K;Belongs to the ubiquitin-conjugating enzyme family;34720,4;46329,4;29959,3;14678,9;35636,1;30913,7;35330,5;37684,9;32243,5;15010,4;32134,5;34641,6;;;;;;37012;39743,1;51527,9;36885,8;34420,8;30748,1;33867,82778
B5XBI0       ;Probable ribosome biogenesis protein RLP24;RLP24;Belongs to the eukaryotic ribosomal protein eL24 family;21672,1;27864,3;10266,5;27300,3;9903,34;14323,2;8787,35;13438,7;16043,8;7481,96;5569,58;9294,37;;;;;;13725,6;12406;16506,8;12376;14084,5;16924,4;14331,6
B5XBI7       ;CTLA-2-beta;CTL2B;;83583,7;93954,3;83721,7;74190,8;50091,6;64299,3;54897,3;88159,1;77058,4;44163,4;48157,8;58917,3;24971,8;18358,6;31652,7;30624,8;56781,3;55786,3;74672,8;69572,8;7772,5;73901,5;62582,8;54745,50769
B5XBJ8       ;26S proteasome non-ATPase regulatory subunit 7;PSD7;;105403;56608,8;121153;42437,1;108308;136760;102621;87265,9;47627,7;146540;138899;82642,9;198620;186130;185389;125724;113929;134273;148146;146524;113827;152253;157243;125179,5154
B5XBK1       ;V-type proton ATPase subunit E 1-like;VATE1;Belongs to the V-ATPase E subunit family;193986;172683;183351;163945;184614;190101;150968;168136;158458;158735;149271;157675;36070,4;;55021,7;186099;37836,9;217134;168698;183790;205416;186413;173679;151733,42
B5XBK5       ;Transcription elongation factor SPT4;SPT4H;Belongs to the SPT4 family;118307;117559;117276;112712;101570;111257;102491;87565,5;90884,3;126046;101107;106788;17938,4;23917,1;19478,7;16737,4;19701,1;141691;97796;112148;142519;117964;123551;84240,06538
B5XBL0       ;Translocon-associated protein subunit delta;SSRD;Belongs to the TRAP-delta family;55950,6;83003;54864,1;48168,3;51946,4;56621,2;57414,2;66212,7;48062,6;75936,4;62422,6;60424,6;13690,5;9850,62;13106,6;18072,6;21318;81871,5;98611,2;166019;72829,5;105451;130005;57641,84308
B5XBM3       ;Ladderlectin-like;NATTE;;17876,5;18325,4;39889;120430;181757;153920;4335,81;7802,04;14228,9;8270,23;11570;7483,19;65738,6;54314;46176,7;334274;130103;82972;113137;134735;87546,3;85099,3;82562,1;88147,54885
B5XBM8       ;DNA-directed RNA polymerase II subunit RPB3;RPB3;Belongs to the archaeal Rpo3/eukaryotic RPB3 RNA polymerase subunit family;169161;137821;181332;146943;185016;178094;192176;161575;164085;198858;199814;201264;7909,29;11590,8;9706,6;11664,7;19057,9;199451;196686;225415;183071;192736;186179;130977,1304
B5XBN1       ;Cyclin-dependent kinase 1;CDC2;Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. CDC2/CDKX subfamily;4659,45;3879,95;3966,67;3319,05;3374,44;4574,12;8795,13;6158,15;7046,35;4611,47;5287,69;5360,02;;;;;;4672;4476,57;3040,38;;;5146,58;4898,00125
B5XBN6       ;EEF1A lysine methyltransferase 1;N6MT2;Belongs to the class I-like SAM-binding methyltransferase superfamily. EFM5 family;65706,4;41451,6;61374,6;38370,8;63569,2;68715,9;47699;39922,2;30616,2;42667,6;42448,8;42305,6;;;;;;54448,6;50841,4;45612,7;64117,9;46779,4;58248;50271,99444
B5XBP3       ;Histidine triad nucleotide-binding protein 1;HINT1;Belongs to the HINT family;360291;258963;394874;184719;332125;378405;378988;369098;292967;504618;356911;344353;15202,4;17610,6;20466,5;33950,4;34061,9;422625;303476;328200;534538;345186;348490;255658,2692
B5XBP6       ;Palmitoyl-protein thioesterase 1;PPT1;Belongs to the palmitoyl-protein thioesterase family;150524;119974;139005;155105;168599;181311;89515,1;95169,8;89787;114632;98761,2;94136,1;155982;146475;116879;234664;225903;124443;121571;129104;143990;124282;119297;142474,2385
B5XBP8       ;MOB kinase activator 3A;MOL2A;;22189,7;;24842,7;18898,7;28663,4;23416,2;20783,1;18417,3;22567,9;18380,4;33835,6;30680,5;;;;;;16473,4;9007,25;;;;;21083,93
B5XBQ0       ;Lactoylglutathione lyase;LGUL;Belongs to the glyoxalase I family;603314;424593;599147;460307;603273;578810;436759;418420;339111;774603;445304;427419;1567840;1624350;1466820;2379200;1860590;632512;524063;560742;784603;571218;606006;931944,3846
B5XBQ9       ;Large ribosomal subunit protein uL29m;RM47;Belongs to the universal ribosomal protein uL29 family;;25313,6;;25260,9;19566,5;;;17500,2;20725,8;;;;;;;;;;;;;;;21673,4
B5XBR9       ;Proteasome subunit beta;PSB1A;Belongs to the peptidase T1B family;249436;227056;235648;240823;308055;244156;299894;260019;313108;229934;279552;252980;247691;259098;236488;206152;243489;208252;238094;212571;181456;220521;210362;242933,6538
B5XBS2       ;Cystatin;CYT;Belongs to the cystatin family;313236;148577;323423;186105;441943;407817;185704;202326;223361;361755;281385;230173;472385;498654;408243;997332;894055;347718;363168;435119;481895;374996;365404;421641,2308
B5XBS3       ;40S ribosomal protein S26;RS26;Belongs to the eukaryotic ribosomal protein eS26 family;453650;584885;317988;204516;306306;355721;212065;342578;280825;649501;463040;251135;7691,9;;10381,5;46801,2;12389,6;382744;176656;457459;503538;451264;396879;286964,6575
B5XBS7       ;28S ribosomal protein S35, mitochondrial;RT35;;7404,92;7226,41;10789,7;12226;14205,4;13448,1;11169,3;12806,4;9370,87;10752,8;19785,7;13783,6;;;;;;;4739,78;7151,89;9730,32;9702,36;10906;10894,09118
B5XBT5       ;Homeodomain-only protein;HOP;;;;;;;;;;;;;;;;8601,68;;;;;;;;;10391,23667
B5XBU2       ;Trafficking protein particle complex subunit 6B;TPC6B;Belongs to the TRAPP small subunits family. BET3 subfamily;92694,8;76344;95609,7;68126,5;111226;104695;91704,7;72073,5;60837,6;157330;130639;90680;;;;;;123634;111775;136806;121010;121207;143641;106112,9889
B5XBV2       ;Acyl-CoA-binding protein;ACBP;Belongs to the ACBP family;244438;180473;239066;133444;144802;154161;143637;176184;109479;200254;183051;145656;280582;258825;478548;458245;361066;246062;239659;202510;281752;213673;207517;251813,0769
B5XBV4       ;MICOS complex subunit MIC13;QIL1;Belongs to the MICOS complex subunit Mic13 family;;11030,7;;25679,7;;;;;;;;;;;;;;;;;;;;18355,2
B5XBV8       ;Nucleoredoxin-like protein 2;NXNL2;;;7744,33;;;17331,1;17049,1;;;;;;;23535,5;30518,1;22235,3;16565,8;23317,6;;13883;;21323;;11291,5;19268,64077
B5XBV9       ;Phosphoglycolate phosphatase;PGP;;105485;86227,9;101688;119973;131730;95084,4;89066,1;90753,7;95401,7;76253,5;97352,1;94583,5;92172,7;80725,5;119506;62001,3;60306,8;81726,5;100217;89516,8;79122,7;89981;76111,5;90912,54615
B5XBW1       ;Pre-mRNA-splicing factor SPF27;BCAS2;Belongs to the SPF27 family;130841;73730,6;152862;61465,3;140900;137144;108219;82509,5;56465,4;113785;124153;102791;;;;;7509,17;123680;130132;117720;153144;116681;115917;98360,77667
B5XBY1       ;TRM112-like protein;TR112;;269811;168026;237486;143144;211028;207912;171876;159098;108139;177217;158010;150225;23532,4;27979,2;29999,2;17447;21641,1;212640;205662;182279;322381;193154;180235;139834,3385
B5XBY2       ;Zinc finger protein 830;CCD16;;22664,6;21744;24133,1;16248,9;20137;16290,9;16791,8;18863,3;16792;16761,3;11135,8;12816,8;;4895,82;14291,7;21250,9;21242,8;23728,8;19747,9;14649,8;25408,6;14772,8;17542;17853,43833
B5XBY3       ;Peroxiredoxin-2;PRDX1;Belongs to the peroxiredoxin family. AhpC/Prx1 subfamily;360538;75734,9;313291;51177,3;193464;280085;147223;101525;19834,3;381755;337750;143905;674705;519595;702541;910046;532273;478483;367483;445245;571097;445765;434174;404070,6731
B5XBZ2       ;Glutathione S-transferase;GSTP1;Belongs to the GST superfamily. Pi family;1110360;586879;915336;545798;770607;846382;612756;496829;537129;1095570;1106070;570384;634426;691828;544274;455150;466227;801225;670289;703386;783269;777757;850766;692549,4231
B5XC01       ;Centrosomal protein of 27 kDa;CEP27;;;9446,77;7801,08;5345,6;;4292,9;9376,68;7263,04;10864,9;;;4953,93;;;;;;3434,74;5662,86;;;;5401,01;6713,046364
B5XC10       ;Glutathione S-transferase;GSTP1;Belongs to the GST superfamily. Pi family;2705480;1602900;2360930;1327830;2060750;2422520;2523480;2021480;2436350;2701080;2687880;2081880;247181;256581;76283,3;277811;689432;1310020;1198370;1243170;1360200;1124450;1668950;1436787,185
B5XC13       ;26S proteasome non-ATPase regulatory subunit 9;PSMD9;Belongs to the proteasome subunit p27 family;72597,4;70211;60998,7;63227,4;86282,3;65682,6;61258,2;70859,5;63214,1;51959,3;60974,2;57215,3;47412,1;44796,4;48014,6;21288,7;36702,3;73055,7;52925,5;56835,1;66715;55517,6;49186,9;55679,63462
B5XC16       ;Cytohesin-1;CYH1;;41449,5;42976,1;46667,2;45955;35704;42693,9;39501,1;44772,6;40114,9;32046,8;35101,6;39060,1;25666,5;21811,3;29674,7;17753,2;25047,3;38688,2;43152,2;36558,2;29382,9;34697,2;36878,5;34483,65769
B5XC25       ;Cofilin-2;COF2;Belongs to the actin-binding proteins ADF family;101860;242803;187828;172546;91778;110601;54427,7;75655,1;82420,5;;;62492,4;36371,8;18768,2;15893,3;38550,8;111838;68624,7;82985,2;54168,2;125310;61036,3;70752,9;82331,14167
B5XC26       ;Ras-related GTP-binding protein;RRAGA;Belongs to the GTR/RAG GTP-binding protein family;39046,3;27064;44052,3;37348,5;44191,7;41468,1;42220,7;37399,4;31857,4;51024,4;50515;41812,9;7440,55;7378,53;9487,88;;12539,8;45857,4;45481,5;45228,1;49352,5;41629,4;47199,2;33909,37708
B5XC31       ;GTP cyclohydrolase 1 feedback regulatory protein;GFRP;Belongs to the GFRP family;41321,7;30481,5;45799,5;44081,1;41433,9;49881,5;23947,4;27491,9;22065,7;25565,2;25076,2;22189,5;76563,5;71474,8;51995,4;109700;70845,2;24445,9;36509,4;40573,1;35444,1;29741,2;35478,9;46242,13077
B5XC48       ;Programmed cell death protein 2;PDCD2;;13828,4;11472,4;12552,9;10562,9;10862;10899,2;14177,1;14640,6;11743,1;11516,1;12806,1;13360,4;;;;;;8683,55;8776,33;11228,4;;12924,8;11212,8;11838,06353
B5XC50       ;folate gamma-glutamyl hydrolase;GGH;Belongs to the peptidase C26 family;14101;12190,9;6001,8;19661,5;19558,1;15121,1;10173,9;11697,5;10412,9;10824,5;11999,4;8753,05;10132,3;12445,1;7691,29;18577,7;22154,6;7442,04;11813,9;11875,6;;8678,56;6797,12;12628,3544
B5XC54       ;DNA primase;PRI1;Belongs to the eukaryotic-type primase small subunit family;29970,7;18965,9;23658,5;19952,9;34990,5;35610,4;62762,4;36876,4;38417,3;78474,5;70109,5;52289,6;;;;;;39084,7;47642;44694,6;22752,7;33220,8;47158,3;40923,98333
B5XC58       ;Anterior gradient protein 2 homolog;AGR2;Belongs to the AGR family;524366;587325;532397;1059750;1440440;1221440;516296;486844;561534;577034;428995;403151;206268;189644;125990;527433;654012;568705;662968;768049;476465;596053;665692;583079,8462
B5XC61       ;COP9 signalosome complex subunit 5;CSN5;Belongs to the peptidase M67A family. CSN5 subfamily;267235;281026;355416;227483;256949;379190;301161;211983;134116;281167;356688;264307;156313;204831;196380;339750;;165109;271502;226107;232255;238177;327304;257929,5
B5XC63       ;DnaJ homolog subfamily C member 8;DNJC8;;72993,1;63171,2;61619,1;58243,3;66232,6;58948,7;54896,8;50769,6;62355,7;45990,8;52966;53685,6;29482,5;27717;16741,2;33174,9;34123,4;65949,3;60491,8;57158,6;50382,3;58911,6;58713,8;51369,924
B5XC68       ;Exosome complex exonuclease MTR3;EXOS6;Belongs to the RNase PH family;71646;59879;69585,9;55363,8;70329,5;74913,4;78904,2;60031,3;54472,9;83316,7;82333,7;71577,9;;;;;;79418,6;58983,1;68428,5;85247,8;72732,5;74838,6;67445,80579
B5XC74       ;Protein transport protein Sec61 subunit gamma;SC61G;Belongs to the SecE/SEC61-gamma family;45864,3;37656;31170,3;34849,1;17908,3;21644,7;32176,2;46938,9;35761,4;45765,1;39846,5;40822,1;;;5091,71;;;41205,1;40272,2;69105,2;19530,4;49891;46850,1;35214,756
B5XC79       ;Apoptosis regulator BAX;BAX;Belongs to the Bcl-2 family;58925,2;39023,2;54468,3;53953,2;77568,1;60125,3;58910,1;53201,5;56022,6;53278,9;61305,3;57920,6;14495,1;14393;14881,1;35011,1;8312,53;40309,9;47345,2;45277,3;44002,9;55950,1;36284,1;41228,885
B5XC88       ;ETHE1 protein, mitochondrial;ETHE1;;;;;;19706,8;25779,7;;;;;;13587,4;;;;;;;;;23543,2;14701,5;28982,5;21050,18333
B5XC93       ;Signal recognition particle 9 kDa protein;SRP09;Belongs to the SRP9 family;38903,4;45104,8;41413,1;30113,1;32929,6;36362;43456,3;39936,7;37989;40182,6;40370,7;37826,5;18636,3;17422,7;23123,4;15661,6;20046,6;30573,8;25200,9;28408,7;28526;41454,7;31846;30693,57692
B5XC94       ;TP53-regulated inhibitor of apoptosis 1;TRIA1;Belongs to the TRIAP1/MDM35 family;34879,3;45165,5;27026,6;39799,4;34156,5;30058,6;26400,4;26834,7;35633,4;26667,8;30848,6;28970,7;12107,8;13574,2;19256,8;12918,9;12526,1;33416,4;26027,9;25776,2;36781,7;32938,9;25160,3;26096,76269
B5XCA0       ;E3 ubiquitin-protein ligase RNF181;RN181;Belongs to the RNF181 family;131138;95037,2;121156;105023;153260;124726;135227;98348;100654;97832,2;110450;132145;73920,1;69175,9;97733,5;99056,6;104260;126376;114118;126020;149185;112537;101077;110842,9
B5XCA1       ;Adenylate kinase 2, mitochondrial;ak2;Belongs to the adenylate kinase family. AK2 subfamily;94135,6;93978,3;46561;97382,1;81217,4;85728,7;49465,1;74700,8;75749;83967,5;91006,8;53051,4;;;;;;104299;95073,2;85131,2;172559;108650;108317;88942,95
B5XCA4       ;Protein S100;S10A1;Belongs to the S-100 family;41354,4;27612,9;72998,3;20194,7;16096,5;34543,2;18882,4;8903,76;14122,3;8861,89;9656,21;8660,24;11345,9;7557,62;8676,05;;13982,3;29711,1;46226,9;32004,9;29578,1;36039,3;44911,2;23170,26458
B5XCA8       ;Sister chromatid cohesion protein DCC1;DCC1;Belongs to the DCC1 family;37253,8;26390,7;42113,3;25703,1;32624,2;42258,4;33785,7;25910,3;24486,6;29659,9;28763;27476,5;;;;;;37911,8;29703,5;30901,7;34281,8;31076,4;32015,7;31795,35556
B5XCB0       ;ATP synthase subunit epsilon, mitochondrial;ATP5E;Belongs to the eukaryotic ATPase epsilon family;104651;149314;215122;49217,3;75317,5;134293;65017,3;59135,3;33498,2;75453,5;61618,7;59553,1;10459,1;;;;17059,7;45050,9;82165,1;55412,2;79653,8;79511,1;113957;72236,105
B5XCC7       ;Mitochondrial import receptor subunit TOM34;OM34;;87392,8;54472,3;92860,5;56368,9;93873,9;89071,1;62669,2;54560,2;53716,3;58365,9;52818,3;57381;14639,7;6628,49;12458,7;;8565,47;52543,9;48380,2;50156,7;67972,5;45872,3;53297,7;47953,0236
B5XCC9       ;Lactoylglutathione lyase;LGUL;Belongs to the glyoxalase I family;98618;50739,4;114204;47499,7;66795,6;144280;91785,7;55822;55290,5;182734;65396,2;42176,6;434935;478852;464720;805289;391553;305605;278783;346388;390548;341947;403594;283510,6808
B5XCE6       ;BTB/POZ domain-containing protein KCTD6;KCTD6;;11986,7;14139,1;14257,3;16169,5;14117,7;12794,1;15035,5;8362,68;14362,8;9834,24;9288,06;14441,7;;;;;;;8707,94;6757,38;;6546,93;6867,95;11479,34875
B5XCF3       ;DNA-directed RNA polymerases I and III subunit RPAC2;RPAC2;Belongs to the archaeal Rpo11/eukaryotic RPB11/RPC19 RNA polymerase subunit family;26539,6;30600,3;25583,1;27727,6;25917,2;20419,3;29209;28009,2;31546,5;20314;24969,3;24888;;;;;;23642,6;26450,8;28957,6;;30214,9;23923,8;26406,63529
B5XCG2       ;CD59 glycoprotein;CD59;;60442,5;57401,2;52869,1;32132,4;52116,7;71773,6;66801;64568,5;39546,3;82854;59310,5;64729,2;738774;757635;743735;1028890;937266;90688,9;84707,2;98400,8;71647,5;100332;86392,3;315633,7962
B5XCG4       ;Ubiquitin-like protein 1;UBL1;;20857,1;10172,6;15607,6;23439,9;31031,4;25786,6;32101,3;31006,9;34955,8;16908,4;20355,2;21830,9;14181,7;11766,2;11861,8;15941;16699,8;19099;24517,9;26218,1;23654,2;21281,1;23379,1;20218,85538
B5XCH2       ;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12;NDUAC;Belongs to the complex I NDUFA12 subunit family;92473,1;113962;100232;75364,1;84782,7;110428;114082;117286;128127;93642,9;101420;111454;;;;;;26441,2;33899,5;36459,2;31379,6;49206,5;50208,2;81713,77778
B5XCI2       ;V-type proton ATPase subunit F;VATF;Belongs to the V-ATPase F subunit family;86746,8;59572,9;87145,7;58823,8;96672,7;93151,1;70483,1;66741,2;63605,4;70326,1;70568,4;81130,1;14021,3;15950,4;11972,3;;11373,8;82089,8;85516,3;83879,6;84497;81878,4;82909,3;61988,3625
B5XCJ1       ;Thymidylate synthase;TYSY;Belongs to the thymidylate synthase family;;;;;;;;;;;;;;;;;;21655,7;20500,1;18741,1;23774,8;21643,9;26822,5;22189,68333
B5XCJ3       ;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial;NDUAA;Belongs to the complex I NDUFA10 subunit family;55281,6;71745,9;57358,3;76917,7;50095,1;54671,7;36693,4;47598,8;46194,5;64455,7;49769,1;51182,7;;;;;;47278,9;41993,6;31879,2;57320,3;41270,1;45609,7;51517,57222
B5XCJ5       ;DNA-directed RNA polymerases I, II, and III subunit RPABC5;RPAB5;Belongs to the archaeal Rpo10/eukaryotic RPB10 RNA polymerase subunit family;64983,7;28682,4;53233,6;30755,5;48000,5;58642,8;55530,9;40320,5;29403,1;84010,7;82900,6;50934,1;;;;;;85373,8;58916,2;63753,9;72619;77061,5;84073,7;59399,80556
B5XCJ8       ;Nucleoside diphosphate kinase;NDKA;Belongs to the NDK family;5399850;4720700;5079160;4136030;5282460;5301260;5026980;5167020;5151180;5457210;4966260;4790630;5067040;5162840;4727270;3402560;4528640;6195210;5895620;5369050;5785490;5524670;5516750;5031961,538
B5XCK0       ;Microfibril-associated glycoprotein 4;MFAP4;;;;;6713,99;6803,4;;26859,2;25549,3;25288,6;37195;24052,3;34035,4;;;;;;8956,58;15713,2;20614,3;9101,36;11535,1;10348,7;18769,03071
B5XCK8       ;Prostaglandin E synthase 3;TEBP;Belongs to the p23/wos2 family;132171;88728,9;127910;107024;135329;141065;112673;93962,3;74053,1;104427;99356,7;105974;62822,3;53976,9;67518,4;62137,3;69512,6;109894;107637;102595;106849;133101;120003;96730,64231
B5XCL4       ;Proteasome subunit alpha type;PSA1;Belongs to the peptidase T1A family;421039;483263;386112;450744;423256;420647;398022;363947;354795;294552;321269;262650;931187;765536;638310;305827;811757;266284;314529;274553;308141;325692;424903;462245,1923
B5XCL8       ;Lipocalin;LIPO;Belongs to the calycin superfamily. Lipocalin family;1455360;1305230;1361260;647075;606790;684779;586449;671553;543635;837849;801107;754103;1858760;1803130;1809760;1355430;1414820;1121810;1082620;1105050;1403880;1392530;1130970;1159888,462
B5XCM5       ;WW domain-binding protein 2;WBP2;;47878,3;36368,4;47992;34393,5;26517,3;28155,2;23980,1;17513,3;20749,3;22758;27699,5;28056,4;25623;28256,8;15438,5;37930,4;34837,1;41639,2;34564,4;41574,9;54600,2;47527,7;38002,8;32617,95
B5XCN2       ;palmitoyl-protein hydrolase;LYPL1;Belongs to the AB hydrolase superfamily. AB hydrolase 2 family;35713,5;45409,5;35092,5;48801,6;34861,3;39012,2;40486;44812,3;53881,2;42430,7;37104;43190,8;;;;;;43708,6;40682,8;32818,3;38887,6;35360,3;36077,1;40462,79444
B5XCQ3       ;Apolipoprotein A-IV;APOA4;Belongs to the apolipoprotein A1/A4/E family;336379;175738;329085;86775;91917,1;74026,1;103048;142802;84810,8;251533;170295;132778;24315,6;21311,8;64463,1;189586;188670;219780;215020;283264;322270;164411;181640;165160,7077
B5XCQ4       ;SLAM family member 7;SLAF7;;83805,9;62205,8;85521,6;79929,8;95837,5;83421,1;67924,2;69520,7;55348,6;91268,5;92623,8;79917,2;267362;261205;329129;247704;241790;138243;136875;137049;199834;159989;139417;154238,4115
B5XCU4       ;U1 small nuclear ribonucleoprotein A;SNRPA;Belongs to the RRM U1 A/B'' family;171968;166082;156568;165897;183479;161166;141887;114573;134636;119886;142344;158655;30398,2;27258,2;47642,6;91373,3;111142;115780;157302;133301;112728;137655;120570;115614,4654
B5XCU8       ;Annexin;ANXA1;Belongs to the annexin family;2361050;2475750;2224100;1949220;1861300;2119330;903749;1199990;1042950;1023690;1114830;1064550;3786900;5418120;4282360;5574470;3651790;2297880;2467550;2080610;2516710;2052110;1775500;2625908,038
B5XCV4       ;Tetranectin;TETN;;12987,4;;;;;;6853,8;;;7867,51;;7298,63;;;9929,79;;;;;8347,92;;;;8550,8725
B5XCW1       ;peptidylprolyl isomerase;FKBP3;;1191330;1256110;1168840;1183120;1321070;1100480;943122;928983;1003260;856114;999068;987137;585702;518066;548354;435979;644760;838775;790929;665628;1051890;929134;804852;855342,5769
B5XCW3       ;thioredoxin-dependent peroxiredoxin;TDX;Belongs to the peroxiredoxin family. AhpC/Prx1 subfamily;1240090;1320210;1093220;1225390;1312930;952648;1304690;1150980;1456500;1103670;1272780;1231170;928850;753915;1029300;839918;1120800;1413400;1416100;1421690;747985;1037280;1123450;1130399,385
B5XCY0       ;60S ribosomal protein L18;RL18;Belongs to the eukaryotic ribosomal protein eL18 family;705505;448667;776777;615845;565496;663515;344794;442160;320105;745607;481877;455584;68048,9;72971,4;59821,6;188374;158621;1525450;1507840;1560870;1782040;1579600;1698860;660654,2577
